project_name,project_description,public_interest,status
cyklostezka Ponávka 1,"úprava bezpečný úsek cyklotrasa mokrý hora královopolský nádraží úsek podél Ponávka řečkovický nádraží cesta Podhájí , konkrétně úprava šířka , povrch , oblouk příčný sklon stezka . trasa sloužit cesta práce zpět cyklista mokrý hora , Lelekovice , Ivanovice část Řečkovice . současně rekreační trasa podél Ponávka zamilovaný hájek pěší . obcházet bariéra bývalý Lachema . úsek řečkovický nádraží mostek přes Ponávka příjemný – stezka kamenitý povrch , úzký , se vyhnout , zarůstat křoví , samotný mostek přes Ponávka cyklista bezpečný najíždět se zatáčka „ schodek “ . horší stoupání mostek směr Podháj ( Kr.Pole ) – strmý , obráceně klopený zatáčka , povrch tvořit písek vystupující kámen , bezpečný jízda oba směr . potřeba upravit trasa ( příčný sklon ) oblouk , opravit nájezd mostek , povrch zpevnit . úsek podél trať rozšířit minimálně výhybna srovnat zpevnit povrch cesta ( mlatovka ) . vhodný též údržba dřevina vyvětvení podchůzný výška .","úprava stezka prospět každý cyklista pěšák trasa sever město ( zejména mokrý hora , Ivanovice , Řečkovice ) zamilovaný hájek případně dál centrum město . prakticky jediný spojení mimo dosah automobilový doprava . zatímco současnost zde překonání příjemný bezpečný úsek vzájemný omezování cyklista chodec , úprava velmi příjemný úsek cesta .",1
internetový rozcestník Brno okolí,"různý rozcestník , stránka akce Brno spousta , problém , žádný akce místo pohromadě ! vyhledávání často přehledný . . představovat se jednoduchý rozcestník akce , kde opravdu téměř . . velký problém facebook , se zajímavý akce dozvědět , facebook akce , sledovaný skupina podobně , mysl hlavně malý nízkorozpočtový komerční akce , většinou žádný velký reklama , Navruji proto vznik kvalitní rozcestník ( upravení stávající ) , intuitivně jednoduchý , přehledný , ( vyhledávání mnoho kritérium ) kam jednoduše zdarma vložit info . akce , výlet , divadelní představení Předkláštěří hospoda podobně . vznik web dostat úkol profesionál hlavně ponechat osud , se minimálně dlouhodobě aktivně snažit se akce objevit portál ( kontaktování pořadatel akce ) klubový akce , veselice malý vesnička , autorský čtení , amatérský vystoupení umělec , divadelní představení , akce spolek , hlavně proto , doposud nic takový existovat .","konečně zajímavý akce místo , seminář , výlet , hurá akce skupina . . rozcestník určit cílový skupina lidé , velký podrobný škála nastavení , občan se jistota spolehnout , pokud organizátor záležet akce , tam uvést . projekt ušetřit čas hledající občan , některý akce dnešní velký problém najít .",0
socha královna Eliška Rejčka,"navrhovat umístění realistický socha královna Eliška Rejčka střed travnatý plocha kostel Mendlův náměstí naproti gymnázium G . Mendel . socha životní velikost dvoumetrový podstavec , hlava koruna , vztyčený ruka praporek , královna Eliška Rejčka , vdova král Václav II . , se ovdovění stát partnerka Jindřich Lipá přestéhoval se Morava , Brno založit několik kostel klášter . bazilika nanebevzetí panna Marie Mendlův náměstí , kde pohřbít . kostel dle pověst založit takzvaný praporkový věštba . se praporek pustit vítr tam , kde dopadnout , předuřcit stavět . proto socha vztyčený ruka praporek , určit místo postavení bazilika . socha umístit dvoumetrový podstavec , komplikovaný socha poškodit . realistický podoba volit proto , socha lépe zapadnout plocha obklopený historický stavba .","projekt esteticky obohatit plocha bazilika Mendlův náměstí připomenout panovnice , město blízký vztah zde pohřbít .",0
veřejný přístup řeka Svratka,"umožnit snadný bezpečný přístup hladina řeka vybudování pevný břehový hrana přístupový schůdek . martinský putování světélko řeka tradiční putovní akce pořádaný Brno Komín rodina dítě , senior kdo se rád projít vytyčený trasa plnit úkol , kvíz ap . . místo úkol pouštění lodička / světélko řeka Svratka právě zde potřebovat vybudovat bezpečný přístup voda . umístění foto viz příloha","vybudování schod / madlo pevný břehový hrana veřejný bezpečný přístup voda možnost pouštění lodička hladina řeka , případně plavání vstup voda . uživatel široký veřejnost . využití celoroční .",1
sport žabovřeský louka : 01 lukostřelba,"rozvoj sportovně rekreační využitý žabovřeský louka obyvatel Brno . postupný výstavba dle dříve pořízený územní studie 1 . etapa dosavadní pozemek město sport aktivita navazovat . sportovně rekreační využití komínský žabovřeský louka dlouhý plán město , realizace váznout . rámec územní studie plánovaný areál lukostřelba , lze realizovat etapa omezený rozloha disponibilní pozemek . veřejně přístupný areál obdobný režim sportoviště majetek město . záměr sportovní vyžití zájemce zároveň výchova mladý sportovec . podstatný začít zde konečně něco sport , rekreace park dělat .","počátek budování využívání rozsáhlý areál veřejný sportoviště park žabovřeský , komínský jundrovský louka . sloužit široký veřejnost .",1
trenažer výcvik záchranářský pes,"využití momentálně jinak využitelný prostora lesní plocha výcvik záchranářský pes . výcvik pes používaný vyhledávání ztracený osoba osoba zasypaný havárie se používat uměle vytvořený trenažer opuštěný částečně pobořený budova . Brno momentálně například areál dokončený továrna Ergon ( pod Hády ) . těžký úkol psovod zabývající se druh výcvik hledání terén výcvik se pes naučit jednak se dobře pohybovat náročný terén sutina vyhledávat zavalený osoba různý situace , třeba , pes cvičit různý terén . navrhovat , město domluvený podmínka umožnit psovod cvičit budova / demolice . výhoda , poté , se nemovitost začít rekonstruovat využívat způsob pravděpodobně se objevit prostora pes výcvik upadnout stereotyp . dále navrhovat umožnit výcvik pes les podobný terén patřící město .","zvýšení kvalita výcvik záchranářský pes ( dohoda možnost spolupráce městský policie PČR hasičský záchranný sbor ) , uživatel trenér , psovod figurant výcvik záchranářský pes .",1
obousměrka cyklista oblast ÚVG,"oblast ohraničený ulice Uvoz , Veveří Gorký navrhovat zobousměrnit cyklista jednosměrka ( čápkův , Jiráskův , Jan Uher , Grohův , Arne Novák Gorký ) . jednat se úprava spočívající dodatkový tabulka pikrogram země smysl navržený řešení podpořit lokální cyklodoprava rozhýbat přemýšlení směřování doprava město . chybějící infrastruktura umožňovat volný pohyb cyklista zástavba převaha rezidentní bydlení okolí vysokoškolský zařízení . zkušenost svět známý , plošný obousměrný komunikační síť cyklista vést zklidnění automobilový doprava zároveň přinášet velký bezpečnost pohyb pěší chodník . stávající komunikace oblast vhodný realizace navržený úprava splňovat požadavek TP číslo . 179 navrhování komunikace cyklista ( vydat ministerstvo doprava 05 / 2017 ) . během realizace opatření zrušit žádný legální parkovací místo . projekt koordinovat projektovaný rekonstrukce ulice Gorký Arne Novák plán rezidentní parkování . vjezd obousměrka Jan Uher Grohův ulice úvoz omezit odbočení vpravo existující cyklopruh , stejně možný odbočit doprava Veveří ulice Jiráskův .",umožnění volný pohyb cyklista město . zklidnění automobilový doprava . ochrana chodec .,1
naučný stezka Kurt Gödel,"cíl projekt seznámit Brno nejvýznamější rodák , Kurt Gödel , forma naučný stezka park pod Husův ulice . zastavení zajímavý zábavný způsob uvést informace velký objev vztah Brno . Kurt Gödel nějvětší vědec 20 . století . zaměření matematika , především logika , dosáhnout objev , bývat velikost srovnávat Einsteinův teorie relativita . mimo matematika dospět též zásadní výsledek fyzika přínos význam pohled filozofie . narodit se 1906 Brno . přestože slavný život dílo svět stále více cenit , připomínat brněnský veřejný prostor dvojice pamětní deska . rozdíl mnohý pojmenovat ulice podstata osoba veřejně známý . skutečnost považovat velmi smutný , protože takto významný se jistě zasloužit , se rodný město zapomenout . lidé většinou vědět , přínos dokázat se objev vůbec představit . odstranění nedostatek sloužit navrhovaný naučný stezka Kurt Gödel procházejcí park pod Husův ulice , nyní nést současnost jméno Studánka . se Kurt Gödel malý chlapec hrávat proto navrhovat přejmenovat park Kurt Gödel .","charakter stezka vzdělávací , seznámit běžný návštěvník park dílo Kurt Gödel . snaha projekt přimět návštěvník ( aspoň částečný ) ocenění výsledek Kurt Gödel . příprava jednotlivý informační panel přislíbit spolupráce vědec několik univerzita . celý projekt možný dále rozšířit architektonický prvek podoba zvýraznění stezka chodník umístění Gödelův socha prostranství studánka park .",1
lavička Václav Havel Jehnice,"umístění bronzový lavička Václav Havel pamětní deska škola Jehnice 30 . výročí zvolení . Havel prezident Československo . jednat se umístění bronzový židlička , spojit bronzový stoleček . souprava dále obsahovat týkový dřevo originální skleněný prvek . země umístit bronzový kamenný informační cedule ( popis přiložený obrázek ) . lavička místní škola zastávka MHD . sloužit obvyklý příjemný posezení čekající rodič , cestující MHD dítě . pamětní místo , navíc realizace 2019 připomenout 30 . léta zvolení . Havel prezident . lavička . Havel navrhovat , protože město Brno žádný takový umělecký dílo . Jehnice ulice Havláskův ulice Alois Havel . oba pojmenovaný místní rodák . hezký tu lavička , připomínat významný státník .","projekt vytvořit veřejný pamětní místo , vzdát hold významný postava dějiny připomenout 30 . výročí zvolení polistopadový prezident . veřejnost , respektive dítě blízký škola , rodič cestující čekající spoj MHD místo využít posezení čekání . zajímavý zastávka projíždějící cyklista turista .",1
revitalizace park náměstí,"cíl projekt obnova zašlý krása řečkovický park naměst , výměna lavička , odpadkový koš , oprava chodník , osvětlení , zvětšení travnatý plocha důkladný péče stávající zeleň , případně výsadba strom . park náměstí se nacházet klidový , obytný část Řečkovice , obklopit rodinný domek . díky rozdělení dětský hřiště odpočinkový část sloužit nejen místní obyvatel malý dítě , senior pejskař . díky přilehlý rodinný dům náměstíčko lemovat hojný počet parkovací místo sloužící místní obyvatel . celý náměstí li park zarostlý bujný vegetace protkat chodníček . zmíněný dětský hřiště projít dávno velký rekonstrukce stále pravidělně udržovat , zbytek plocha ovšem hranice životnost , chodník rozbitý plný díra , veškerý mobiliář vyhovující úplně chybět , zeleň přerostlý snad místy bezpečný . záměr projekt zaměřit se právě nedostatek , opravit chodník , vyměnit mobilionář lavička , odpadkový koš důkladně se věnovat zeleň , případně vysadit , vhodný . cíl vytvořit klidový relaxační zon napříč generace , kde se bát posadit lavička užívat se volný chvíle přítel , zvětšit množství zatravněný plocha celkově vylepšít vzhled místo .","revitalizace park přinést prospěch nejen místní obyvatel malý dítě , senior , , hledat chvíle odpočinek relaxace .",1
