;ID;Subjekt;Odůvodnění;Závěr
2346;1780;Odbor zdraví;Při úpravách veřejných prostranství popř. úpravách je potřeba respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
2347;1780;Odbor vodního a lesního hospodářství a zemědělství;Na pozemku p.č. 2578/1 v k.ú. Bosonohy. ;proveditelný
2348;1780;Odbor dopravy;;proveditelný
2349;1780;MČ Brno - Bosonohy;;posouzení probíhá
2350;1787;Odbor územního plánování a rozvoje;Stabilizovaná plocha ZR z aktuálně platného územního plánu umožňuje existenci rekreačních areálů. Kluziště je tedy v souladu s touto plochou. Musí být však umístěno mimo prvky ÚSES. V případě realizace za platnosti nového územního plánu je projekt proveditelný pouze jako stavba dočasná po splnění podmínek pro stavby dočasné dle regulativů uvedených v závazné textové části.;proveditelný
2351;1787;Majetkový odbor;;proveditelný
2352;1787;Odbor investiční;Cenově podhodnoceno.;neproveditelný
2353;1787;Odbor dopravy;Dle Územního plánu města Brna umístěno v ploše zeleně, nemáme připomínek.;proveditelný
2354;1794;Odbor územního plánování a rozvoje;Vnitrobloky v plochách bydlení mají sloužit dle územního plánu pro každodenní rekreaci obyvatel, zeleň a hřiště. Navrhovaná revitalizace je zde tedy přípustná.;proveditelný
2355;1794;Majetkový odbor;Projekt byl umístěn dle identifikace na pozemky p.č.1329/1,1329/5, 5303/2 a 5303/3 v k.ú. Královo Pole. Pozemky jsou majetkem města bez jakéhokoliv omezení.;proveditelný
2356;1794;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
2357;1794;Odbor zdraví;Při úpravách veřejných prostranství je nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
2358;1794;Odbor implementace evropských fondů;Odbor implementace evropských fondů nemá námitky proti realizaci projektu revitalizace vnitrobloku při ulici Mánesova. Navržený projekt nezasahuje do žádného městem realizovaného projektu spolufinancovaného z evropských nebo národních dotací. ;proveditelný
2359;1794;Odbor dopravy;Z hlediska koncepce dopravy nemáme námitek, projekt je umístěn v ploše bydlení. Nezasahuje do plánované dopravní stavby.;proveditelný
2360;1794;MČ Brno - Královo Pole;Městská část se v požadovaném termínu nevyjádřila.;neproveditelný
2361;1799;Odbor zdraví;;proveditelný
2362;1802;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2363;1805;Odbor územního plánování a rozvoje;Z hlediska územního plánu jsou pozemky součástí plochy krajinné zeleně všeobecné, plochy komunikací a prostranství místního významu a pozemek p.č. 1138 k.ú. Jehnice součástí plochy zemědělského půdního fondu. Dle stavebního zákona lze mimo zastavěné území umisťovat stavby a zařízení pro zlepšení podmínek jeho využití pro účely rekreace. Dětská hřiště lze dle obecného regulativu umístit ve všech funkčních plochách, kvůli vymezené ploše krajinné zeleně a je však nutné dodržet přírodní charakter území. V ploše zemědělské lze umístit navrhovaný remízek. V případě realizace za platnosti nového plánu je nutné projektovou dokumentaci přizpůsobit regulacím pro plochu zemědělskou A.;proveditelný
2364;1805;Majetkový odbor;Projekt byl umístěn dle identifikace na pozemky p.č.519/1,519/6,519/7,482/1 a 1138 v k.ú. Jehnice. Pozemky jsou majetkem města bez jakéhokoliv omezení.;proveditelný
2365;1805;Odbor životního prostředí;"Záměr má být realizován na pozemcích, které jsou v katastru nemovitostí vedeny jako ostatní plocha se způsobem využití zeleň a jako zahrada. Dle platného Územního plánu města Brna se jedná o stabilizovanou plochu nestavební – volnou, s funkcí zemědělský půdní fond a dále o stabilizovanou plochou krajinné zeleně všeobecné KV. Rozvoj těchto ploch je řízen především přírodními procesy. Plošné regulace jsou proto cíleny na ochranu přírodních procesů v krajině. V současné době ve stávajícím remízku nachází útočiště zvěř z přilehlých polí. Umístění fit stezky a dětského hřiště může vést k rušení této zvěře. Záměr je z hlediska zájmů ochrany přírody proveditelný, za předpokladu ponechání stávajících dřevin v remízku v co možná největší míře, a za předpokladu provozu stezky a dětského hřiště pouze v denních hodinách. Případné vybudování veřejného osvětlení podél stezky, popř. u dětského hřiště, by mohlo mít negativní dopad na přirozené prostředí místní fauny a flóry.
 ";proveditelný
2366;1805;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
2367;1805;Odbor zdraví;Při úpravách veřejných prostranství je nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
2368;1805;Odbor vodního a lesního hospodářství a zemědělství;Nutno počítat s odnětím ze zemědělského půdního fondu s poplatkem, nutný souhlas Odboru územního plánování a rozvoje Magistrátu města Brna.;proveditelný
2369;1805;MČ Brno - Jehnice;Městská část souhlasí s realizací projektu.;proveditelný
2370;1806;Odbor dopravy;K projektu Zpevnění bahníčka u Maloměřického mostu uvádíme, že je na tuto část a další navazující úsek zpracován investiční záměr - Cyklistická stezka Valchařská - Olší. Navrhovaný projekt je jeho součástí. Nicméně z hlediska koncepce dopravy nedoporučujeme realizaci po etapách, tzn. že by se v rámci PARO udělal pouze tento úsek, proto by mělo dojít k realizaci celého investičního záměru.;proveditelný
2371;1806;Odbor územního plánování a rozvoje;Pokud se jedná o změnu povrchu v rámci již existující komunikace, je projekt z hlediska územního plánu, respektive nadřazené územně plánovací dokumentace (vymezen koridor Územní systém ekologické stability) a protipovodňová opatření POP) přípustný.;proveditelný
2372;1806;Majetkový odbor;;proveditelný
2373;1806;Odbor životního prostředí;Stezka vede v prostoru údolní nivy řeky Svitavy. Vodní toky a údolní nivy jsou dle § 3 odst. 1 písm. b) zákona č. 114/1992 Sb., o ochraně přírody a krajiny, v platném znění, významnými krajinnými prvky, které jsou chráněny před poškozováním a ničením. Podél vodního toku je dle platného Územního plánu města Brna vymezen regionální územní systém ekologické stability – biokoridor. Zámková dlažba stejně jako asfalt není vhodným materiálem. Stezka musí být obnovena pouze jako mlatová nebo přírodní štěrková nebo šotolinová. K projektu bude nutné závazné stanovisko orgánu ochrany přírody.;proveditelný
2374;1806;Odbor investiční;"Doporučujeme navýšení celkové ceny na 1 500 000 Kč. Město eviduje v dané lokalitě investiční záměr ""Cyklistická stezka Valchařská – Olší ( MČ Brno – Maloměřice a Obřany ) "" V daném území se nachází Technické sítě (plynovod, kanalizace, VO) nutno ochránit dle požadavků správce.";proveditelný
2375;1806;Odbor zdraví;Při úpravách veřejných prostranství, popř. pokud se bude jednat o smíšenou stezku (cyklo/pěší) je při projektování a realizaci nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.), V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
2376;1806;MČ Brno - Maloměřice a Obřany;Městská část souhlasí s realizací projektu.;proveditelný
2377;1809;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2378;1810;Majetkový odbor;18 parcel z celkového množství 80 parcel není v majetku města, možné realizovat pouze na majetku města Brna.;proveditelný
2379;1810;Odbor investiční;Upozorňujeme, že by byla vhodnější kompletní rekonstrukce namísto navržené částečné.;proveditelný
2380;1810;Odbor zdraví;V případě, že se bude jednat o smíšenou stezku (cyklo/pěší) je při projektování a realizaci nutno respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také případný výběr a osazení vhodného mobiliáře.;proveditelný
2381;1810;Odbor dopravy;Z hlediska koncepce dopravy upozorňujeme na skutečnost, že se v území nachází stavba VMO Ostravská radiála, proto nesouhlasíme s žádnými stavebními úpravami. Pokud by se průjezd cyklistů řešil pouze značkou povoleného vjezdu cyklistů, lze souhlasit.;proveditelný
2382;1810;MČ Brno - Židenice;Městská část souhlasí s realizací projektu.;proveditelný
2383;1810;MČ Brno - Líšeň;Městská část souhlasí s realizací projektu.;proveditelný
2384;1812;Majetkový odbor;;proveditelný
2385;1812;Odbor územního plánování a rozvoje;Projekt je cílen do plochy ostatní městské zeleně dle územního plánu, která zahrnuje zejména parkově upravená veřejná prostranství. Přípustné jsou i pěší komunikace pro obsluhu této plochy a dětské hřiště. Při tvorbě projektové dokumentace je ale nutné striktně dodržet situování všech typů parkovacích ploch mimo plochu zeleně vymezenou Územním plánem města Brna (umístit parkování lze do sousední plochy komunikací a prostranství místního významu).;proveditelný
2386;1812;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
2387;1812;Odbor zdraví;Při úpravách veřejných prostranství je nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
2388;1812;MČ Brno - Řečkovice a Mokrá Hora;Městská část souhlasí s realizací projektu a s uhrazením finančních prostředků na správu a udržitelnost projektu.;proveditelný
2389;1813;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2390;1815;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2391;1817;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2392;1818;Odbor územního plánování a rozvoje;V zastavěném i nezastavěném území města musí být zachovány stávající a obnovovány v současné době znepřístupněné pěší cesty zajišťující průchodnost území. Doporučujeme zvolit vhodný povrch, který bude ctít charakter území a respektovat limity jeho využití.;proveditelný
2393;1818;Majetkový odbor;Podle identifikace byl projekt situován na pozemek p.č. 1680/3 v k.ú. Komín a pozemky p.č. 2930, 2502/1 a zřejmě i na p.č. 2493/1 (dle leteckého snímku vyšlapaná cesta) v k.ú. Jundrov.;proveditelný
2394;1818;Odbor životního prostředí;;proveditelný
